2018год

30.07 - 8711грн (92) 590п
31.07 - 1190грн (91) 510п 

01.08 - выходной
02.08 - 8760грн (33) 477п
03.08 - 8720грн (98) 618п 
04.08 - выходной
05.08 - 9011грн (99) 608п 
06.08 - 7611грн (30) 498п 
07.08 - 8330грн (93) 600п 
08.08 - выходной
09.08 - 8490грн (95) 603п 648кг
10.08 - 8611грн (96) 690п 644кг 959гр
11.08 - выходной
12.08 - 10460грн (31) 585п 869кг
13.08 - 998.810грн (93) 690п 714кг
14.08 - 11611грн (93) 665п 948кг
15.08 - выходной
16.08 - выходной
17.08 - 8611грн (90) 560п 
18.08 - 9120грн (92) 515п 
19.08 - 9290грн (97) 531п
20.08 - 9911грн (97) 629п
21.08 - выходной
22.08 - 7811грн (93) 444п
23.08 - 7311грн (87) 463п
24.08 - 10011грн (99) 114п 945кг
25.08 - выходной. 15387
26.08 - 11930грн (98) 544п
27.08 - 8530грн (92) 514п
28.08 - 8190грн (92) 513п
29.08 - выходной 
30.08 - 8411грн (95) 481п 
31.08 - 10730грн (98) 658п 20111?

01.09 - выходной
02.09 - 10020грн (97) 510п
03.09 - 9011грн (97) 531п
04.09 - 9310грн (95) 622п
05.09 - выходной
06.09 - выходной
07.09 - 10210грн (31) 531п
08.09 - 9590грн (96) 543п
09.09 - 8411грн (92) 486п
10.09 - 8910грн (92) 590п
11.09 - 9410грн (91) 648п 16:00
12.09 - выходной
13.09 - выходной
14.09 - 7820грн (97) 590п
15.09 - 10411грн (97) 673п
16.09 - 8511грн (92) 114п
17.09 - 8110грн (96) 590п 
18.09 - выходной
19.09 - 9911грн (97)  635п
20.09 - 7811грн (93)  432п
21.09 - 8620грн (96) 531п
22.09 - 9911грн (98) 618п 


04.10 - 7611грн (95) 442п
05.10 - 1190грн (94) 477п
06.10 - 10910грн (96) 594п
07.10 - 9430грн (97) 511п
08.10 - 8130грн (90) 514п  18:00
09.10 - выходной
10.10 - выходной
11.10 - 7820грн (92) 490п 
12.10 - 7560грн (98) 424п
13.10 - 7811грн (91) 446п 
14.10 - 9030грн (93) 546п 
15.10 - выходной
16.10 - выходной
17.10 - 1111грн (95) 490п
18.10 - 12311грн (92) 590п
19.10 - 8611грн (95) 523п
20.10 - выходной
21.10 - 9111грн (33) 468п
22.10 - 10711грн (95) 552п 
23.10 - выходной
24.10 - 10811грн (97) 690п 
25.10 - 11030грн (99) 599п
26.10 - 9111грн (94) 117п 
27.10 - выходной
28.10 - 10311грн (96) 590п
29.10 - 9990грн (89) 533п
30.10 - выходной
31.10 - 7511грн (90) 119п 

01.11 - 8811грн (94) 590п
02.11 - 11460грн (97) 690п
03.11 - выходной 
04.11 - 7520грн (88) 490п
05.11 - 8760грн (93) 590п
06.11 - выходной 
07.11 - 10911грн (95) 674п
08.11 - 9011грн (92) 512п
09.11 - 9520грн (94) 583п
10.11 - выходной
11.11 - 9030грн (94) 510п
12.11 - 9311грн (91) 524п
13.11 - выходной
14.11 - 8711грн (89) 543п
15.11 - 10830грн (89) 433п
16.11 - 8211грн (93) 484п
17.11 - выходной 
18.11 - 8511грн (99) 548п
19.11 - 7210грн (94) 483п
20.11 - выходной
21.11 - 7411грн (91) 494п 
22.11 - 6920грн (92) 460п ???
23.11 - 8610грн (87) 492п 
24.11 - выходной
25.11 - 7520грн (91) 111п
26.11 - 8611грн (96) 493п 
27.11 - выходной
28.11 - 10020грн (91) 560п
29.11 - 5911грн (85) 390п
30.11 - 7960грн (89) 397п

01.12 - выходной
02.12 - 9911грн (91) 590п
03.12 - 1111грн (91) 524п 
04.12 - выходной
05.12 - 11430грн (95) 564п
06.12 - 9511грн (93) 535п 
07.12 - 9011грн (93) 490п 
08.12 - выходной
09.12 - 9790грн (96) 511п
10.12 - 9411грн (96) 590п
11.12 - выходной
12.12 - 8530грн (93) 590п
13.12 - 11011грн (95) 118п 
14.12 - выходной
15.12 - 9610грн (95) 111п 
16.12 - 8690грн (91) 522п
17.12 - 10011грн (93) 590п 
18.12 - выходной
19.12 - 8760грн (91) 590п
20.12 - выходной
21.12 - 1130грн (92) 542п
22.12 - 7611грн (93) 411п 
23.12 - 8211грн (88) 485п
24.12 - 7311грн (90) 486п
25.12 - 7960грн (91) 113п
26.12 - выходной
27.12 - 8460грн (88) 117п 
28.12 - 7190грн (89) 445п
29.12 - 9511грн (91) 568п?
30.12 - 8960грн (87) 606п ?
31.12 - выходной

2022год

01.01 - выходной
02.01 - выходной
03.01 - выходной
04.01 - 6511грн (89) 429п
05.01 - 8411грн (95) 543п
06.01 - 5190грн (85) 344п 14:00 
07.01 - 6310грн (87) 376п 
08.01 - выходной
09.01 - 4730грн (87) 318п
10.01 - 6111грн (90) 111п 
11.01 - 9011грн (88) 433п
12.01 - 8120грн (96) 434п ??
13.01 - выходной
14.01 - выходной
15.01 - 1111грн (92) 514п 
16.01 - 6811грн (88) 419п 
17.01 - 8410грн (93) 490п
18.01 - 8410грн (93) 476п 
19.01 - выходной
20.01 - выходной
21.01 - 7211грн (93) 472п
22.01 - 7811грн (91) 483п 
23.01 - 10711грн (95) 690п
24.01 - 8790грн (89) 473п
25.01 - выходной
26.01 - 9690грн (93) 477п
27.01 - 7911грн (87) 475п
28.01 - 9611грн (95) 611п 
29.01 - выходной
30.01 - 11311грн (99) 729п 
31.01 - 7620грн (86) 485п

01.02 - 7230грн (89) 411п 
02.02 - выходной
03.02 - 7511грн (88) 468п 
04.02 - 9290грн (88) 612п 
05.02 - выходной
06.02 - болел
07.02 - болел
08.02 - 7111грн (83) 445п 
09.02 - 7330грн (88) 490п 
10.02 - 7730грн (92) 483п 
11.02 - 9411грн (88) 595п 
12.02 - выходной
13.02 - 9490грн (89) 481п
14.02 - 10311грн (85) 446п 
15.02 - 7960грн (87) 464п 
16.02 - выходной
17.02 - 9410грн (95) 590п 
18.02 - 8720грн (89) 532п 
19.02 - выходной 
20.02 - 6411грн (88) 368п 
21.02 - 8711грн (89) 458п
22.02 - 6611грн (87) 364п 
23.02 - 6611грн (83) 417п 
24.02 - выходной
25.02 - выходной



15.05 - 3511грн (81) 290п
16.05 - 4611грн (84) 271п
17.05 - выходной
18.05 - 5610грн (90) 352п
19.05 - 5311грн (90) 310п
20.05 - 5390грн (89) 277п
21.05 - выходной
22.05 - 5610грн (90) 378п 
23.05 - 5120грн (87) 329п
24.05 - 3630грн (88) 225п
25.05 - выходной
26.05 - 4420грн (93) 260п 
27.05 - 4911грн (86) 301п
28.05 - выходной
29.05 - 1130грн (83) 328п 
30.05 - 4911грн (87) 290п
31.05 - 5430грн (87) 390п 

01.06 - выходной
02.06 - 6011грн (86) 311п 
03.06 - 5311грн (84) 390п 
04.06 - выходной
05.06 - 3530грн (81) 260п
06.06 - 3610грн (84) 290п 
07.06 - выходной
08.06 - 4510грн (87) 316п
09.06 - 3511грн (83) 234п
10.06 - 6360грн (92) 366п
11.06 - выходной
12.06 - 4730грн (87) 324п
13.06 - 4310грн (84) 290п
14.06 - 6311грн (86) 371п 
15.06 - выходной
16.06 - 4310грн (88) 211п
17.06 - выходной
18.06 - выходной
19.06 - 6511грн (88) 417п 
20.06 - выходной
21.06 - 1130грн (89) 490п 
22.06 - 7811грн (92) 418п 
23.06 - 5411грн (82) 348п 
24.06 - выходной
25.06 - 6030грн (90) 397п 
26.06 - 4960грн (84) 317п
27.06 - выходной
28.06 - 4560грн (87) 275п
29.06 - 5120грн (93) 314п 
30.06 - 3911грн (11) 290п 

01.07 - выходной
02.07 - 9260грн (90) 590п??
03.07 - 9011грн (88) 377п ?
04.07 - выходной
